id,station,date,prcp,tobs
14685,USC00519281,2016-11-08,0.21,70.0
14686,USC00519281,2016-11-09,0.11,68.0
14687,USC00519281,2016-11-10,0.0,67.0
14688,USC00519281,2016-11-11,0.0,77.0
14689,USC00519281,2016-11-12,0.0,74.0
14690,USC00519281,2016-11-13,0.0,77.0
14691,USC00519281,2016-11-14,0.0,76.0
14692,USC00519281,2016-11-15,0.0,76.0
14693,USC00519281,2016-11-16,0.24,75.0
14694,USC00519281,2016-11-17,0.01,76.0
14695,USC00519281,2016-11-18,0.0,75.0
14696,USC00519281,2016-11-19,0.11,73.0
14697,USC00519281,2016-11-20,0.39,75.0
14698,USC00519281,2016-11-21,0.11,73.0
14699,USC00519281,2016-11-22,2.05,75.0
14700,USC00519281,2016-11-23,0.25,74.0
14701,USC00519281,2016-11-24,0.3,75.0
14702,USC00519281,2016-11-25,0.08,74.0
14703,USC00519281,2016-11-26,0.06,75.0
14704,USC00519281,2016-11-27,0.17,73.0
14705,USC00519281,2016-11-28,0.0,75.0
14706,USC00519281,2016-11-29,0.09,73.0
14707,USC00519281,2016-11-30,0.05,73.0
14708,USC00519281,2016-12-01,0.37,74.0
14709,USC00519281,2016-12-02,0.35,70.0
14710,USC00519281,2016-12-03,0.77,72.0
14711,USC00519281,2016-12-04,0.04,70.0
14712,USC00519281,2016-12-05,0.22,67.0
14713,USC00519281,2016-12-06,0.0,67.0
14714,USC00519281,2016-12-07,0.12,69.0
14715,USC00519281,2016-12-08,0.07,70.0
14716,USC00519281,2016-12-09,0.31,68.0
14717,USC00519281,2016-12-10,0.02,69.0
14718,USC00519281,2016-12-11,0.0,69.0
14719,USC00519281,2016-12-12,0.0,66.0
14720,USC00519281,2016-12-13,0.04,65.0
14721,USC00519281,2016-12-14,0.92,68.0
14722,USC00519281,2016-12-15,0.14,62.0
14723,USC00519281,2016-12-16,0.03,75.0
14724,USC00519281,2016-12-17,0.07,70.0
14725,USC00519281,2016-12-18,0.16,69.0
14726,USC00519281,2016-12-19,0.03,76.0
14727,USC00519281,2016-12-20,0.0,76.0
14728,USC00519281,2016-12-21,0.11,74.0
14729,USC00519281,2016-12-22,0.86,73.0
14730,USC00519281,2016-12-23,0.24,71.0
14731,USC00519281,2016-12-24,0.2,74.0
14732,USC00519281,2016-12-25,0.02,74.0
14733,USC00519281,2016-12-26,0.22,72.0
14734,USC00519281,2016-12-27,0.05,71.0
14735,USC00519281,2016-12-28,0.09,72.0
14736,USC00519281,2016-12-29,0.52,74.0
14737,USC00519281,2016-12-30,0.29,69.0
14738,USC00519281,2016-12-31,0.25,67.0
14739,USC00519281,2017-01-01,0.03,72.0
14740,USC00519281,2017-01-02,0.01,70.0
14741,USC00519281,2017-01-03,0.0,64.0
14742,USC00519281,2017-01-04,0.0,63.0
14743,USC00519281,2017-01-05,0.06,63.0
14744,USC00519281,2017-01-06,0.1,62.0
14745,USC00519281,2017-01-07,0.0,70.0
14746,USC00519281,2017-01-08,0.0,70.0
14747,USC00519281,2017-01-09,0.0,62.0
14748,USC00519281,2017-01-10,0.0,62.0
14749,USC00519281,2017-01-11,0.0,63.0
14750,USC00519281,2017-01-12,0.0,65.0
14751,USC00519281,2017-01-13,0.0,69.0
14752,USC00519281,2017-01-14,0.01,77.0
14753,USC00519281,2017-01-15,0.0,70.0
14754,USC00519281,2017-01-16,0.0,74.0
14755,USC00519281,2017-01-17,0.0,69.0
14756,USC00519281,2017-01-18,0.0,72.0
14757,USC00519281,2017-01-19,0.02,71.0
14758,USC00519281,2017-01-20,0.0,69.0
14759,USC00519281,2017-01-21,0.03,71.0
14760,USC00519281,2017-01-22,0.09,71.0
14761,USC00519281,2017-01-23,0.01,72.0
14762,USC00519281,2017-01-24,0.13,72.0
14763,USC00519281,2017-01-25,0.79,69.0
14764,USC00519281,2017-01-26,0.0,70.0
14765,USC00519281,2017-01-27,0.03,66.0
14766,USC00519281,2017-01-28,0.0,65.0
14767,USC00519281,2017-01-29,0.26,69.0
14768,USC00519281,2017-01-30,0.0,68.0
14769,USC00519281,2017-01-31,0.0,68.0
14770,USC00519281,2017-02-01,0.0,68.0
14771,USC00519281,2017-02-02,0.0,59.0
14772,USC00519281,2017-02-03,0.0,60.0
14773,USC00519281,2017-02-04,0.0,70.0
14774,USC00519281,2017-02-05,0.0,73.0
14775,USC00519281,2017-02-06,0.18,75.0
14776,USC00519281,2017-02-07,1.32,64.0
14777,USC00519281,2017-02-08,0.0,59.0
14778,USC00519281,2017-02-09,0.0,59.0
14779,USC00519281,2017-02-10,0.0,62.0
14780,USC00519281,2017-02-11,1.73,68.0
14781,USC00519281,2017-02-12,2.98,70.0
14782,USC00519281,2017-02-13,0.01,73.0
14783,USC00519281,2017-02-14,0.0,79.0
14784,USC00519281,2017-02-15,0.01,75.0
14785,USC00519281,2017-02-16,0.73,65.0
14786,USC00519281,2017-02-17,0.13,70.0
14787,USC00519281,2017-02-18,0.0,74.0
14788,USC00519281,2017-02-19,0.09,70.0
14789,USC00519281,2017-02-20,0.0,70.0
14790,USC00519281,2017-02-21,0.0,71.0
14791,USC00519281,2017-02-22,0.06,71.0
14792,USC00519281,2017-02-23,0.0,71.0
14793,USC00519281,2017-02-24,0.0,69.0
14794,USC00519281,2017-02-25,0.0,61.0
14795,USC00519281,2017-02-26,0.0,67.0
14796,USC00519281,2017-02-27,0.0,65.0
14797,USC00519281,2017-02-28,0.04,72.0
14798,USC00519281,2017-03-01,2.12,71.0
14799,USC00519281,2017-03-02,1.88,73.0
14800,USC00519281,2017-03-03,0.27,72.0
14801,USC00519281,2017-03-04,0.0,77.0
14802,USC00519281,2017-03-05,0.41,73.0
14803,USC00519281,2017-03-06,0.03,67.0
14804,USC00519281,2017-03-07,0.0,62.0
14805,USC00519281,2017-03-08,0.0,64.0
14806,USC00519281,2017-03-09,0.65,67.0
14807,USC00519281,2017-03-10,0.03,66.0
14808,USC00519281,2017-03-11,0.01,81.0
14809,USC00519281,2017-03-12,0.0,69.0
14810,USC00519281,2017-03-13,0.0,66.0
14811,USC00519281,2017-03-14,0.0,67.0
14812,USC00519281,2017-03-15,0.06,69.0
14813,USC00519281,2017-03-16,0.0,66.0
14814,USC00519281,2017-03-17,0.12,68.0
14815,USC00519281,2017-03-18,0.0,65.0
14816,USC00519281,2017-03-19,0.0,74.0
14817,USC00519281,2017-03-20,0.02,69.0
14818,USC00519281,2017-03-21,0.09,72.0
14819,USC00519281,2017-03-22,0.0,73.0
14820,USC00519281,2017-03-23,0.0,72.0
14821,USC00519281,2017-03-24,0.12,71.0
14822,USC00519281,2017-03-25,0.93,76.0
14823,USC00519281,2017-03-26,0.0,77.0
14824,USC00519281,2017-03-27,0.01,76.0
14825,USC00519281,2017-03-28,0.0,74.0
14826,USC00519281,2017-03-29,0.01,68.0
14827,USC00519281,2017-03-30,0.04,73.0
14828,USC00519281,2017-03-31,0.01,71.0
14829,USC00519281,2017-04-01,0.21,74.0
14830,USC00519281,2017-04-02,0.0,75.0
14831,USC00519281,2017-04-03,0.26,70.0
14832,USC00519281,2017-04-04,0.09,67.0
14833,USC00519281,2017-04-05,0.1,71.0
14834,USC00519281,2017-04-06,0.06,67.0
14835,USC00519281,2017-04-07,0.0,74.0
14836,USC00519281,2017-04-08,0.0,77.0
14837,USC00519281,2017-04-09,0.0,78.0
14838,USC00519281,2017-04-10,0.01,67.0
14839,USC00519281,2017-04-11,0.03,70.0
14840,USC00519281,2017-04-12,0.11,69.0
14841,USC00519281,2017-04-13,0.59,69.0
14842,USC00519281,2017-04-14,2.3,74.0
14843,USC00519281,2017-04-15,0.38,78.0
14844,USC00519281,2017-04-16,0.47,71.0
14845,USC00519281,2017-04-17,1.04,67.0
14846,USC00519281,2017-04-18,2.03,68.0
14847,USC00519281,2017-04-19,0.02,67.0
14848,USC00519281,2017-04-20,0.05,76.0
14849,USC00519281,2017-04-21,1.74,69.0
14850,USC00519281,2017-04-22,1.58,72.0
14851,USC00519281,2017-04-23,0.06,76.0
14852,USC00519281,2017-04-24,0.01,68.0
14853,USC00519281,2017-04-25,0.0,72.0
14854,USC00519281,2017-04-26,0.02,74.0
14855,USC00519281,2017-04-27,0.19,70.0
14856,USC00519281,2017-04-28,0.76,67.0
14857,USC00519281,2017-04-29,0.37,72.0
14858,USC00519281,2017-04-30,1.04,60.0
14859,USC00519281,2017-05-01,0.13,65.0
14860,USC00519281,2017-05-02,0.01,75.0
14861,USC00519281,2017-05-03,0.01,70.0
14862,USC00519281,2017-05-04,0.0,75.0
14863,USC00519281,2017-05-05,0.0,70.0
14864,USC00519281,2017-05-06,0.0,79.0
14865,USC00519281,2017-05-07,0.02,75.0
14866,USC00519281,2017-05-08,0.73,70.0
14867,USC00519281,2017-05-09,1.58,67.0
14868,USC00519281,2017-05-10,0.2,74.0
14869,USC00519281,2017-05-11,0.12,70.0
14870,USC00519281,2017-05-12,0.02,75.0
14871,USC00519281,2017-05-13,0.12,76.0
14872,USC00519281,2017-05-14,0.17,77.0
14873,USC00519281,2017-05-15,0.09,74.0
14874,USC00519281,2017-05-16,0.03,74.0
14875,USC00519281,2017-05-17,0.07,74.0
14876,USC00519281,2017-05-18,0.13,69.0
14877,USC00519281,2017-05-19,0.01,68.0
14878,USC00519281,2017-05-20,0.02,76.0
14879,USC00519281,2017-05-21,0.01,74.0
14880,USC00519281,2017-05-22,0.06,71.0
14881,USC00519281,2017-05-23,0.06,71.0
14882,USC00519281,2017-05-24,0.3,74.0
14883,USC00519281,2017-05-25,0.2,74.0
14884,USC00519281,2017-05-26,0.0,74.0
14885,USC00519281,2017-05-27,0.0,74.0
14886,USC00519281,2017-05-28,0.08,80.0
14887,USC00519281,2017-05-29,0.4,74.0
14888,USC00519281,2017-05-30,1.12,72.0
14889,USC00519281,2017-05-31,0.25,75.0
14890,USC00519281,2017-06-01,0.0,80.0
14891,USC00519281,2017-06-02,0.09,76.0
14892,USC00519281,2017-06-03,0.08,76.0
14893,USC00519281,2017-06-04,0.13,77.0
14894,USC00519281,2017-06-05,0.05,75.0
14895,USC00519281,2017-06-06,0.0,75.0
14896,USC00519281,2017-06-07,0.0,75.0
14897,USC00519281,2017-06-08,0.0,75.0
14898,USC00519281,2017-06-09,0.02,72.0
14899,USC00519281,2017-06-10,0.62,74.0
14900,USC00519281,2017-06-11,0.74,74.0
14901,USC00519281,2017-06-12,0.24,74.0
14902,USC00519281,2017-06-13,0.24,76.0
14903,USC00519281,2017-06-14,0.22,74.0
14904,USC00519281,2017-06-15,0.55,75.0
14905,USC00519281,2017-06-16,0.06,73.0
14906,USC00519281,2017-06-17,0.07,79.0
14907,USC00519281,2017-06-18,0.24,75.0
14908,USC00519281,2017-06-19,0.08,72.0
14909,USC00519281,2017-06-20,0.0,72.0
14910,USC00519281,2017-06-21,0.19,74.0
14911,USC00519281,2017-06-22,0.06,72.0
14912,USC00519281,2017-06-23,0.12,72.0
14913,USC00519281,2017-06-24,0.36,77.0
14914,USC00519281,2017-06-25,0.02,71.0
14915,USC00519281,2017-06-26,0.06,73.0
14916,USC00519281,2017-06-27,0.01,76.0
14917,USC00519281,2017-06-28,0.0,77.0
14918,USC00519281,2017-06-29,0.0,76.0
14919,USC00519281,2017-06-30,0.01,76.0
14920,USC00519281,2017-07-01,0.08,79.0
14921,USC00519281,2017-07-02,0.15,81.0
14922,USC00519281,2017-07-03,0.15,76.0
14923,USC00519281,2017-07-04,0.08,78.0
14924,USC00519281,2017-07-05,0.0,77.0
14925,USC00519281,2017-07-06,0.0,74.0
14926,USC00519281,2017-07-07,0.18,75.0
14927,USC00519281,2017-07-08,0.0,78.0
14928,USC00519281,2017-07-09,0.11,78.0
14929,USC00519281,2017-07-10,0.02,69.0
14930,USC00519281,2017-07-11,0.02,72.0
14931,USC00519281,2017-07-12,0.28,74.0
14932,USC00519281,2017-07-13,0.32,74.0
14933,USC00519281,2017-07-14,0.2,76.0
14934,USC00519281,2017-07-15,0.05,80.0
14935,USC00519281,2017-07-16,0.1,80.0
14936,USC00519281,2017-07-17,0.21,76.0
14937,USC00519281,2017-07-18,0.05,76.0
14938,USC00519281,2017-07-19,0.05,76.0
14939,USC00519281,2017-07-20,0.06,77.0
14940,USC00519281,2017-07-21,0.03,77.0
14941,USC00519281,2017-07-22,0.2,77.0
14942,USC00519281,2017-07-23,0.2,82.0
14943,USC00519281,2017-07-24,0.61,75.0
14944,USC00519281,2017-07-25,0.11,77.0
14945,USC00519281,2017-07-26,0.12,75.0
14946,USC00519281,2017-07-27,0.01,76.0
14947,USC00519281,2017-07-28,0.09,81.0
14948,USC00519281,2017-07-29,0.23,82.0
14949,USC00519281,2017-07-30,0.0,81.0
14950,USC00519281,2017-07-31,0.0,76.0
14951,USC00519281,2017-08-04,0.0,77.0
14952,USC00519281,2017-08-05,0.06,82.0
14953,USC00519281,2017-08-06,0.0,83.0
14954,USC00519281,2017-08-13,0.0,77.0
14955,USC00519281,2017-08-14,0.0,77.0
14956,USC00519281,2017-08-15,0.32,77.0
14957,USC00519281,2017-08-16,0.12,76.0
14958,USC00519281,2017-08-17,0.01,76.0
14959,USC00519281,2017-08-18,0.06,79.0
