id,station,date,prcp,tobs
11941,USC00519523,2016-11-23,0.03,75.0
19291,USC00516128,2016-11-23,0.22,69.0
5184,USC00513117,2016-11-24,0.2,75.0
19292,USC00516128,2016-11-24,0.72,69.0
14701,USC00519281,2016-11-24,0.3,75.0
2457,USC00519397,2016-11-24,0.05,74.0
11942,USC00519523,2016-11-24,0.21,75.0
19293,USC00516128,2016-11-25,1.03,69.0
11943,USC00519523,2016-11-25,0.11,76.0
7407,USC00514830,2016-11-25,,74.0
5185,USC00513117,2016-11-25,0.05,76.0
14702,USC00519281,2016-11-25,0.08,74.0
2458,USC00519397,2016-11-25,0.05,75.0
14703,USC00519281,2016-11-26,0.06,75.0
19294,USC00516128,2016-11-26,0.3,70.0
2459,USC00519397,2016-11-26,0.05,73.0
11944,USC00519523,2016-11-26,0.03,78.0
7408,USC00514830,2016-11-26,0.02,78.0
5186,USC00513117,2016-11-26,0.05,76.0
14704,USC00519281,2016-11-27,0.17,73.0
5187,USC00513117,2016-11-27,0.06,75.0
11945,USC00519523,2016-11-27,0.0,78.0
7409,USC00514830,2016-11-27,0.03,76.0
19295,USC00516128,2016-11-27,0.29,69.0
2460,USC00519397,2016-11-27,0.0,76.0
2461,USC00519397,2016-11-28,0.01,75.0
11946,USC00519523,2016-11-28,0.0,77.0
5188,USC00513117,2016-11-28,0.02,75.0
7410,USC00514830,2016-11-28,0.0,76.0
8878,USC00517948,2016-11-28,,76.0
19296,USC00516128,2016-11-28,0.69,71.0
14705,USC00519281,2016-11-28,0.0,75.0
11947,USC00519523,2016-11-29,0.06,76.0
7411,USC00514830,2016-11-29,0.04,75.0
14706,USC00519281,2016-11-29,0.09,73.0
5189,USC00513117,2016-11-29,0.04,74.0
19297,USC00516128,2016-11-29,0.2,67.0
2462,USC00519397,2016-11-29,0.0,68.0
8879,USC00517948,2016-11-29,,74.0
2463,USC00519397,2016-11-30,0.14,75.0
14707,USC00519281,2016-11-30,0.05,73.0
11948,USC00519523,2016-11-30,0.0,76.0
7412,USC00514830,2016-11-30,0.03,76.0
5190,USC00513117,2016-11-30,0.05,74.0
19298,USC00516128,2016-11-30,0.79,72.0
8880,USC00517948,2016-11-30,,75.0
11949,USC00519523,2016-12-01,0.16,76.0
7413,USC00514830,2016-12-01,0.07,75.0
8881,USC00517948,2016-12-01,,72.0
2464,USC00519397,2016-12-01,0.12,75.0
14708,USC00519281,2016-12-01,0.37,74.0
19299,USC00516128,2016-12-01,0.72,71.0
5191,USC00513117,2016-12-01,0.33,73.0
8882,USC00517948,2016-12-02,,70.0
11950,USC00519523,2016-12-02,0.01,75.0
19300,USC00516128,2016-12-02,1.27,71.0
2465,USC00519397,2016-12-02,0.03,72.0
7414,USC00514830,2016-12-02,0.4,77.0
5192,USC00513117,2016-12-02,0.3,71.0
14709,USC00519281,2016-12-02,0.35,70.0
11951,USC00519523,2016-12-03,0.02,75.0
7415,USC00514830,2016-12-03,0.26,75.0
5193,USC00513117,2016-12-03,0.04,71.0
14710,USC00519281,2016-12-03,0.77,72.0
2466,USC00519397,2016-12-03,0.0,69.0
19301,USC00516128,2016-12-03,1.62,67.0
14711,USC00519281,2016-12-04,0.04,70.0
5194,USC00513117,2016-12-04,0.1,69.0
2467,USC00519397,2016-12-04,0.03,71.0
11952,USC00519523,2016-12-04,0.32,75.0
7416,USC00514830,2016-12-04,0.0,77.0
19302,USC00516128,2016-12-04,0.31,76.0
19303,USC00516128,2016-12-05,1.6,67.0
8883,USC00517948,2016-12-05,,68.0
7417,USC00514830,2016-12-05,0.2,76.0
5195,USC00513117,2016-12-05,0.34,68.0
11953,USC00519523,2016-12-05,0.45,70.0
14712,USC00519281,2016-12-05,0.22,67.0
2468,USC00519397,2016-12-05,0.43,68.0
5196,USC00513117,2016-12-06,0.02,70.0
11954,USC00519523,2016-12-06,0.0,70.0
14713,USC00519281,2016-12-06,0.0,67.0
2469,USC00519397,2016-12-06,0.02,67.0
8884,USC00517948,2016-12-06,,74.0
19304,USC00516128,2016-12-06,0.0,67.0
7418,USC00514830,2016-12-07,,76.0
2470,USC00519397,2016-12-07,0.0,69.0
11955,USC00519523,2016-12-07,0.07,74.0
19305,USC00516128,2016-12-07,0.02,68.0
14714,USC00519281,2016-12-07,0.12,69.0
5197,USC00513117,2016-12-07,0.17,71.0
8885,USC00517948,2016-12-07,,71.0
11956,USC00519523,2016-12-08,0.01,73.0
14715,USC00519281,2016-12-08,0.07,70.0
5198,USC00513117,2016-12-08,0.03,72.0
19306,USC00516128,2016-12-08,0.03,71.0
7419,USC00514830,2016-12-08,0.02,75.0
8886,USC00517948,2016-12-08,0.27,70.0
2471,USC00519397,2016-12-08,0.03,73.0
7420,USC00514830,2016-12-09,0.26,72.0
5199,USC00513117,2016-12-09,0.34,70.0
2472,USC00519397,2016-12-09,0.52,70.0
14716,USC00519281,2016-12-09,0.31,68.0
19307,USC00516128,2016-12-09,0.42,68.0
8887,USC00517948,2016-12-09,,70.0
7421,USC00514830,2016-12-10,0.0,76.0
5200,USC00513117,2016-12-10,0.02,71.0
2473,USC00519397,2016-12-10,0.05,70.0
11957,USC00519523,2016-12-10,,72.0
14717,USC00519281,2016-12-10,0.02,69.0
19308,USC00516128,2016-12-10,0.04,68.0
14718,USC00519281,2016-12-11,0.0,69.0
5201,USC00513117,2016-12-11,0.02,72.0
19309,USC00516128,2016-12-11,0.13,69.0
11958,USC00519523,2016-12-11,0.06,78.0
2474,USC00519397,2016-12-11,0.04,70.0
19310,USC00516128,2016-12-12,0.01,65.0
2475,USC00519397,2016-12-12,0.01,66.0
11959,USC00519523,2016-12-12,0.0,67.0
7422,USC00514830,2016-12-12,,75.0
8888,USC00517948,2016-12-12,0.02,70.0
14719,USC00519281,2016-12-12,0.0,66.0
5202,USC00513117,2016-12-12,0.01,68.0
5203,USC00513117,2016-12-13,0.1,68.0
11960,USC00519523,2016-12-13,0.15,69.0
14720,USC00519281,2016-12-13,0.04,65.0
19311,USC00516128,2016-12-13,0.09,70.0
2476,USC00519397,2016-12-13,0.05,67.0
7423,USC00514830,2016-12-13,0.34,72.0
8889,USC00517948,2016-12-13,,68.0
19312,USC00516128,2016-12-14,0.33,69.0
11961,USC00519523,2016-12-14,0.05,71.0
5204,USC00513117,2016-12-14,0.05,70.0
14721,USC00519281,2016-12-14,0.92,68.0
8890,USC00517948,2016-12-14,,68.0
2477,USC00519397,2016-12-14,0.03,70.0
7424,USC00514830,2016-12-14,0.12,72.0
11962,USC00519523,2016-12-15,0.0,74.0
5205,USC00513117,2016-12-15,0.02,70.0
14722,USC00519281,2016-12-15,0.14,62.0
19313,USC00516128,2016-12-15,0.03,64.0
7425,USC00514830,2016-12-15,0.07,75.0
8891,USC00517948,2016-12-15,,68.0
2478,USC00519397,2016-12-15,0.0,66.0
7426,USC00514830,2016-12-16,0.0,69.0
19314,USC00516128,2016-12-16,0.0,60.0
14723,USC00519281,2016-12-16,0.03,75.0
11963,USC00519523,2016-12-16,0.0,63.0
5206,USC00513117,2016-12-16,0.01,63.0
8892,USC00517948,2016-12-16,,66.0
2479,USC00519397,2016-12-16,0.0,62.0
2480,USC00519397,2016-12-17,0.01,71.0
7427,USC00514830,2016-12-17,0.0,75.0
11964,USC00519523,2016-12-17,0.16,76.0
14724,USC00519281,2016-12-17,0.07,70.0
5207,USC00513117,2016-12-17,0.11,71.0
11965,USC00519523,2016-12-18,0.27,76.0
7428,USC00514830,2016-12-18,0.04,74.0
5208,USC00513117,2016-12-18,0.29,67.0
14725,USC00519281,2016-12-18,0.16,69.0
2481,USC00519397,2016-12-18,0.13,73.0
19315,USC00516128,2016-12-18,,67.0
8893,USC00517948,2016-12-19,,71.0
11966,USC00519523,2016-12-19,0.02,71.0
5209,USC00513117,2016-12-19,0.21,69.0
14726,USC00519281,2016-12-19,0.03,76.0
2482,USC00519397,2016-12-19,0.01,69.0
19316,USC00516128,2016-12-19,0.15,72.0
7429,USC00514830,2016-12-19,0.0,78.0
2483,USC00519397,2016-12-20,0.0,77.0
5210,USC00513117,2016-12-20,0.02,74.0
8894,USC00517948,2016-12-20,,76.0
11967,USC00519523,2016-12-20,0.01,76.0
7430,USC00514830,2016-12-20,0.0,77.0
19317,USC00516128,2016-12-20,0.0,73.0
14727,USC00519281,2016-12-20,0.0,76.0
7431,USC00514830,2016-12-21,0.09,76.0
5211,USC00513117,2016-12-21,0.03,72.0
2484,USC00519397,2016-12-21,0.0,74.0
14728,USC00519281,2016-12-21,0.11,74.0
8895,USC00517948,2016-12-21,0.06,73.0
11968,USC00519523,2016-12-21,0.06,77.0
19318,USC00516128,2016-12-21,0.55,70.0
14729,USC00519281,2016-12-22,0.86,73.0
11969,USC00519523,2016-12-22,0.14,73.0
2485,USC00519397,2016-12-22,0.01,71.0
19319,USC00516128,2016-12-22,1.24,68.0
8896,USC00517948,2016-12-22,,70.0
7432,USC00514830,2016-12-22,0.05,72.0
5212,USC00513117,2016-12-22,0.17,70.0
7433,USC00514830,2016-12-23,0.03,73.0
5213,USC00513117,2016-12-23,0.1,69.0
14730,USC00519281,2016-12-23,0.24,71.0
8897,USC00517948,2016-12-23,,68.0
11970,USC00519523,2016-12-23,0.02,71.0
19320,USC00516128,2016-12-23,0.83,69.0
2486,USC00519397,2016-12-23,0.01,72.0
7434,USC00514830,2016-12-24,0.13,74.0
19321,USC00516128,2016-12-24,1.08,69.0
14731,USC00519281,2016-12-24,0.2,74.0
2487,USC00519397,2016-12-24,0.01,74.0
5214,USC00513117,2016-12-24,0.14,73.0
11971,USC00519523,2016-12-24,0.06,78.0
14732,USC00519281,2016-12-25,0.02,74.0
11972,USC00519523,2016-12-25,0.0,78.0
19322,USC00516128,2016-12-25,0.38,69.0
5215,USC00513117,2016-12-25,0.03,74.0
2488,USC00519397,2016-12-25,0.0,74.0
2489,USC00519397,2016-12-26,0.02,74.0
11973,USC00519523,2016-12-26,0.06,75.0
7435,USC00514830,2016-12-26,,74.0
14733,USC00519281,2016-12-26,0.22,72.0
19323,USC00516128,2016-12-26,1.48,71.0
5216,USC00513117,2016-12-26,0.26,74.0
2490,USC00519397,2016-12-27,0.0,74.0
14734,USC00519281,2016-12-27,0.05,71.0
11974,USC00519523,2016-12-27,0.0,75.0
7436,USC00514830,2016-12-27,0.02,74.0
5217,USC00513117,2016-12-27,0.03,73.0
19324,USC00516128,2016-12-27,0.14,71.0
14735,USC00519281,2016-12-28,0.09,72.0
5218,USC00513117,2016-12-28,0.09,71.0
8898,USC00517948,2016-12-28,,71.0
7437,USC00514830,2016-12-28,0.01,73.0
11975,USC00519523,2016-12-28,0.06,72.0
19325,USC00516128,2016-12-28,0.14,71.0
2491,USC00519397,2016-12-28,0.02,71.0
19326,USC00516128,2016-12-29,1.03,69.0
5219,USC00513117,2016-12-29,0.18,72.0
2492,USC00519397,2016-12-29,0.04,73.0
11976,USC00519523,2016-12-29,0.05,77.0
8899,USC00517948,2016-12-29,,71.0
7438,USC00514830,2016-12-29,0.56,73.0
14736,USC00519281,2016-12-29,0.52,74.0
5220,USC00513117,2016-12-30,0.21,69.0
14737,USC00519281,2016-12-30,0.29,69.0
19327,USC00516128,2016-12-30,2.37,65.0
8900,USC00517948,2016-12-30,,68.0
2493,USC00519397,2016-12-30,0.12,69.0
7439,USC00514830,2016-12-30,0.29,71.0
11977,USC00519523,2016-12-30,0.07,72.0
5221,USC00513117,2016-12-31,0.62,71.0
14738,USC00519281,2016-12-31,0.25,67.0
19328,USC00516128,2016-12-31,0.9,65.0
7440,USC00514830,2016-12-31,0.36,72.0
2494,USC00519397,2016-12-31,0.01,66.0
14739,USC00519281,2017-01-01,0.03,72.0
19329,USC00516128,2017-01-01,0.03,68.0
7441,USC00514830,2017-01-01,0.0,74.0
5222,USC00513117,2017-01-01,0.29,66.0
2495,USC00519397,2017-01-01,0.0,62.0
11978,USC00519523,2017-01-01,,74.0
5223,USC00513117,2017-01-02,0.0,66.0
7442,USC00514830,2017-01-02,0.01,74.0
2496,USC00519397,2017-01-02,0.0,66.0
19330,USC00516128,2017-01-02,0.0,70.0
14740,USC00519281,2017-01-02,0.01,70.0
2497,USC00519397,2017-01-03,0.0,63.0
5224,USC00513117,2017-01-03,0.0,65.0
7443,USC00514830,2017-01-03,0.0,70.0
11979,USC00519523,2017-01-03,,73.0
19331,USC00516128,2017-01-03,0.0,71.0
14741,USC00519281,2017-01-03,0.0,64.0
5225,USC00513117,2017-01-04,0.0,64.0
11980,USC00519523,2017-01-04,0.18,73.0
14742,USC00519281,2017-01-04,0.0,63.0
19332,USC00516128,2017-01-04,0.0,70.0
2498,USC00519397,2017-01-04,0.0,62.0
7444,USC00514830,2017-01-04,0.0,71.0
19333,USC00516128,2017-01-05,0.47,71.0
7445,USC00514830,2017-01-05,0.0,72.0
2499,USC00519397,2017-01-05,0.0,63.0
11981,USC00519523,2017-01-05,0.42,71.0
5226,USC00513117,2017-01-05,0.0,65.0
14743,USC00519281,2017-01-05,0.06,63.0
14744,USC00519281,2017-01-06,0.1,62.0
5227,USC00513117,2017-01-06,0.0,70.0
11982,USC00519523,2017-01-06,0.01,74.0
2500,USC00519397,2017-01-06,0.0,64.0
7446,USC00514830,2017-01-06,0.59,71.0
19334,USC00516128,2017-01-06,0.1,65.0
11983,USC00519523,2017-01-07,0.0,72.0
5228,USC00513117,2017-01-07,0.06,72.0
19335,USC00516128,2017-01-07,0.0,70.0
7447,USC00514830,2017-01-07,0.0,71.0
14745,USC00519281,2017-01-07,0.0,70.0
2501,USC00519397,2017-01-07,0.0,66.0
11984,USC00519523,2017-01-08,0.0,74.0
19336,USC00516128,2017-01-08,0.03,66.0
14746,USC00519281,2017-01-08,0.0,70.0
5229,USC00513117,2017-01-08,0.0,62.0
7448,USC00514830,2017-01-08,0.03,74.0
2502,USC00519397,2017-01-08,0.0,60.0
2503,USC00519397,2017-01-09,0.0,64.0
11985,USC00519523,2017-01-09,0.0,77.0
14747,USC00519281,2017-01-09,0.0,62.0
19337,USC00516128,2017-01-09,0.0,69.0
5230,USC00513117,2017-01-09,0.0,65.0
8901,USC00517948,2017-01-09,,65.0
7449,USC00514830,2017-01-09,0.0,72.0
14748,USC00519281,2017-01-10,0.0,62.0
7450,USC00514830,2017-01-10,0.0,72.0
2504,USC00519397,2017-01-10,0.0,63.0
11986,USC00519523,2017-01-10,0.0,75.0
19338,USC00516128,2017-01-10,0.0,64.0
5231,USC00513117,2017-01-10,0.0,66.0
8902,USC00517948,2017-01-10,,65.0
7451,USC00514830,2017-01-11,0.0,76.0
19339,USC00516128,2017-01-11,0.0,66.0
5232,USC00513117,2017-01-11,0.0,66.0
2505,USC00519397,2017-01-11,0.0,78.0
14749,USC00519281,2017-01-11,0.0,63.0
8903,USC00517948,2017-01-11,,67.0
14750,USC00519281,2017-01-12,0.0,65.0
8904,USC00517948,2017-01-12,,67.0
19340,USC00516128,2017-01-12,0.0,68.0
5233,USC00513117,2017-01-12,0.0,67.0
11987,USC00519523,2017-01-12,,81.0
2506,USC00519397,2017-01-12,0.0,67.0
7452,USC00514830,2017-01-13,,75.0
2507,USC00519397,2017-01-13,0.0,67.0
19341,USC00516128,2017-01-13,0.0,67.0
14751,USC00519281,2017-01-13,0.0,69.0
8905,USC00517948,2017-01-13,,68.0
5234,USC00513117,2017-01-13,0.0,70.0
14752,USC00519281,2017-01-14,0.01,77.0
19342,USC00516128,2017-01-14,0.0,70.0
2508,USC00519397,2017-01-14,0.0,65.0
7453,USC00514830,2017-01-14,0.0,77.0
5235,USC00513117,2017-01-14,0.0,66.0
2509,USC00519397,2017-01-15,0.0,66.0
14753,USC00519281,2017-01-15,0.0,70.0
11988,USC00519523,2017-01-15,,78.0
5236,USC00513117,2017-01-15,0.0,67.0
19343,USC00516128,2017-01-15,0.01,68.0
7454,USC00514830,2017-01-16,,76.0
14754,USC00519281,2017-01-16,0.0,74.0
5237,USC00513117,2017-01-16,0.0,69.0
11989,USC00519523,2017-01-16,0.0,80.0
19344,USC00516128,2017-01-16,0.0,68.0
2510,USC00519397,2017-01-16,0.0,67.0
19345,USC00516128,2017-01-17,0.0,69.0
5238,USC00513117,2017-01-17,0.0,74.0
8906,USC00517948,2017-01-17,0.0,70.0
14755,USC00519281,2017-01-17,0.0,69.0
2511,USC00519397,2017-01-17,0.0,66.0
7455,USC00514830,2017-01-17,0.0,75.0
19346,USC00516128,2017-01-18,0.07,73.0
5239,USC00513117,2017-01-18,0.0,73.0
8907,USC00517948,2017-01-18,0.0,73.0
2512,USC00519397,2017-01-18,0.0,72.0
7456,USC00514830,2017-01-18,0.0,75.0
14756,USC00519281,2017-01-18,0.0,72.0
11990,USC00519523,2017-01-18,,75.0
11991,USC00519523,2017-01-19,0.0,78.0
8908,USC00517948,2017-01-19,,66.0
2513,USC00519397,2017-01-19,0.0,73.0
14757,USC00519281,2017-01-19,0.02,71.0
19347,USC00516128,2017-01-19,0.0,71.0
5240,USC00513117,2017-01-19,0.0,74.0
7457,USC00514830,2017-01-19,0.0,77.0
8909,USC00517948,2017-01-20,,70.0
11992,USC00519523,2017-01-20,0.0,73.0
7458,USC00514830,2017-01-20,0.0,74.0
2514,USC00519397,2017-01-20,0.0,71.0
5241,USC00513117,2017-01-20,0.0,73.0
14758,USC00519281,2017-01-20,0.0,69.0
19348,USC00516128,2017-01-20,0.0,67.0
14759,USC00519281,2017-01-21,0.03,71.0
19349,USC00516128,2017-01-21,0.08,67.0
5242,USC00513117,2017-01-21,0.04,72.0
7459,USC00514830,2017-01-21,0.02,73.0
11993,USC00519523,2017-01-21,0.11,74.0
2515,USC00519397,2017-01-21,0.0,72.0
5243,USC00513117,2017-01-22,0.01,71.0
19350,USC00516128,2017-01-22,0.72,68.0
11994,USC00519523,2017-01-22,0.04,74.0
14760,USC00519281,2017-01-22,0.09,71.0
2516,USC00519397,2017-01-22,0.16,72.0
2517,USC00519397,2017-01-23,0.0,72.0
19351,USC00516128,2017-01-23,0.85,70.0
14761,USC00519281,2017-01-23,0.01,72.0
5244,USC00513117,2017-01-23,0.08,71.0
11995,USC00519523,2017-01-23,0.0,74.0
7460,USC00514830,2017-01-23,,75.0
8910,USC00517948,2017-01-23,,77.0
14762,USC00519281,2017-01-24,0.13,72.0
8911,USC00517948,2017-01-24,,69.0
19352,USC00516128,2017-01-24,1.85,67.0
11996,USC00519523,2017-01-24,0.08,74.0
5245,USC00513117,2017-01-24,0.15,71.0
2518,USC00519397,2017-01-24,0.04,69.0
8912,USC00517948,2017-01-25,,69.0
5246,USC00513117,2017-01-25,0.12,73.0
14763,USC00519281,2017-01-25,0.79,69.0
19353,USC00516128,2017-01-25,2.64,69.0
7461,USC00514830,2017-01-25,,73.0
2519,USC00519397,2017-01-25,0.03,72.0
11997,USC00519523,2017-01-25,0.0,72.0
5247,USC00513117,2017-01-26,0.0,72.0
2520,USC00519397,2017-01-26,0.0,71.0
8913,USC00517948,2017-01-26,0.0,70.0
7462,USC00514830,2017-01-26,0.01,74.0
19354,USC00516128,2017-01-26,0.1,67.0
14764,USC00519281,2017-01-26,0.0,70.0
11998,USC00519523,2017-01-26,0.0,74.0
14765,USC00519281,2017-01-27,0.03,66.0
11999,USC00519523,2017-01-27,0.0,74.0
19355,USC00516128,2017-01-27,0.03,69.0
8914,USC00517948,2017-01-27,0.0,65.0
5248,USC00513117,2017-01-27,0.0,63.0
2521,USC00519397,2017-01-27,0.0,65.0
7463,USC00514830,2017-01-27,0.0,74.0
19356,USC00516128,2017-01-28,0.0,64.0
7464,USC00514830,2017-01-28,0.0,76.0
5249,USC00513117,2017-01-28,0.14,71.0
2522,USC00519397,2017-01-28,0.0,64.0
14766,USC00519281,2017-01-28,0.0,65.0
5250,USC00513117,2017-01-29,0.0,71.0
12000,USC00519523,2017-01-29,,73.0
14767,USC00519281,2017-01-29,0.26,69.0
2523,USC00519397,2017-01-29,0.18,67.0
19357,USC00516128,2017-01-29,0.55,67.0
19358,USC00516128,2017-01-30,0.0,66.0
2524,USC00519397,2017-01-30,0.0,67.0
7465,USC00514830,2017-01-30,,71.0
12001,USC00519523,2017-01-30,0.0,70.0
8915,USC00517948,2017-01-30,0.05,68.0
5251,USC00513117,2017-01-30,0.0,69.0
14768,USC00519281,2017-01-30,0.0,68.0
14769,USC00519281,2017-01-31,0.0,68.0
19359,USC00516128,2017-01-31,0.0,65.0
2525,USC00519397,2017-01-31,0.0,68.0
5252,USC00513117,2017-01-31,0.0,69.0
7466,USC00514830,2017-01-31,0.0,70.0
12002,USC00519523,2017-01-31,0.0,70.0
8916,USC00517948,2017-01-31,0.0,68.0
12003,USC00519523,2017-02-01,0.0,70.0
19360,USC00516128,2017-02-01,0.0,65.0
8917,USC00517948,2017-02-01,0.0,62.0
2526,USC00519397,2017-02-01,0.0,70.0
5253,USC00513117,2017-02-01,0.0,69.0
14770,USC00519281,2017-02-01,0.0,68.0
7467,USC00514830,2017-02-01,0.0,72.0
14771,USC00519281,2017-02-02,0.0,59.0
7468,USC00514830,2017-02-02,0.0,72.0
8918,USC00517948,2017-02-02,0.0,70.0
2527,USC00519397,2017-02-02,0.0,61.0
12004,USC00519523,2017-02-02,0.0,64.0
5254,USC00513117,2017-02-02,0.0,63.0
19361,USC00516128,2017-02-02,0.0,60.0
8919,USC00517948,2017-02-03,0.0,72.0
2528,USC00519397,2017-02-03,0.0,65.0
12005,USC00519523,2017-02-03,0.0,62.0
5255,USC00513117,2017-02-03,0.0,64.0
7469,USC00514830,2017-02-03,0.0,73.0
14772,USC00519281,2017-02-03,0.0,60.0
5256,USC00513117,2017-02-04,0.0,67.0
12006,USC00519523,2017-02-04,0.0,76.0
2529,USC00519397,2017-02-04,0.0,72.0
14773,USC00519281,2017-02-04,0.0,70.0
19362,USC00516128,2017-02-04,,66.0
7470,USC00514830,2017-02-05,,80.0
2530,USC00519397,2017-02-05,0.0,73.0
12007,USC00519523,2017-02-05,0.0,77.0
19363,USC00516128,2017-02-05,0.0,69.0
14774,USC00519281,2017-02-05,0.0,73.0
5257,USC00513117,2017-02-05,0.0,75.0
2531,USC00519397,2017-02-06,0.0,76.0
12008,USC00519523,2017-02-06,0.0,76.0
19364,USC00516128,2017-02-06,0.0,73.0
7471,USC00514830,2017-02-06,0.04,77.0
5258,USC00513117,2017-02-06,0.16,74.0
14775,USC00519281,2017-02-06,0.18,75.0
8920,USC00517948,2017-02-06,,76.0
7472,USC00514830,2017-02-07,0.9,76.0
8921,USC00517948,2017-02-07,0.0,67.0
14776,USC00519281,2017-02-07,1.32,64.0
5259,USC00513117,2017-02-07,1.08,67.0
12009,USC00519523,2017-02-07,1.8,72.0
2532,USC00519397,2017-02-07,0.51,64.0
19365,USC00516128,2017-02-07,1.79,68.0
19366,USC00516128,2017-02-08,0.0,68.0
8922,USC00517948,2017-02-08,0.0,64.0
5260,USC00513117,2017-02-08,1.08,67.0
12010,USC00519523,2017-02-08,0.0,74.0
7473,USC00514830,2017-02-08,0.0,67.0
14777,USC00519281,2017-02-08,0.0,59.0
2533,USC00519397,2017-02-08,0.0,62.0
14778,USC00519281,2017-02-09,0.0,59.0
8923,USC00517948,2017-02-09,0.0,64.0
12011,USC00519523,2017-02-09,0.0,60.0
19367,USC00516128,2017-02-09,0.0,64.0
7474,USC00514830,2017-02-09,0.0,71.0
5261,USC00513117,2017-02-09,0.02,64.0
2534,USC00519397,2017-02-09,0.0,61.0
7475,USC00514830,2017-02-10,0.0,73.0
14779,USC00519281,2017-02-10,0.0,62.0
12012,USC00519523,2017-02-10,0.0,74.0
2535,USC00519397,2017-02-10,0.0,71.0
19368,USC00516128,2017-02-10,0.0,70.0
8924,USC00517948,2017-02-10,0.0,64.0
5262,USC00513117,2017-02-10,0.0,64.0
19369,USC00516128,2017-02-11,0.73,66.0
12013,USC00519523,2017-02-11,5.04,70.0
14780,USC00519281,2017-02-11,1.73,68.0
2536,USC00519397,2017-02-11,0.31,69.0
7476,USC00514830,2017-02-11,2.39,69.0
5263,USC00513117,2017-02-11,1.0,65.0
12014,USC00519523,2017-02-12,0.07,73.0
2537,USC00519397,2017-02-12,2.62,68.0
7477,USC00514830,2017-02-12,1.91,76.0
5264,USC00513117,2017-02-12,1.07,67.0
19370,USC00516128,2017-02-12,1.83,65.0
14781,USC00519281,2017-02-12,2.98,70.0
19371,USC00516128,2017-02-13,0.0,68.0
7478,USC00514830,2017-02-13,0.0,80.0
5265,USC00513117,2017-02-13,2.9,69.0
12015,USC00519523,2017-02-13,0.0,78.0
2538,USC00519397,2017-02-13,0.01,74.0
8925,USC00517948,2017-02-13,,77.0
14782,USC00519281,2017-02-13,0.01,73.0
14783,USC00519281,2017-02-14,0.0,79.0
19372,USC00516128,2017-02-14,0.01,79.0
2539,USC00519397,2017-02-14,0.0,75.0
5266,USC00513117,2017-02-14,0.0,72.0
7479,USC00514830,2017-02-14,0.0,79.0
8926,USC00517948,2017-02-14,0.0,76.0
5267,USC00513117,2017-02-15,0.0,76.0
7480,USC00514830,2017-02-15,0.0,76.0
14784,USC00519281,2017-02-15,0.01,75.0
12016,USC00519523,2017-02-15,,76.0
8927,USC00517948,2017-02-15,,73.0
19373,USC00516128,2017-02-15,0.07,71.0
2540,USC00519397,2017-02-15,0.0,75.0
2541,USC00519397,2017-02-16,0.07,71.0
12017,USC00519523,2017-02-16,0.67,72.0
8928,USC00517948,2017-02-16,,70.0
7481,USC00514830,2017-02-16,0.62,73.0
14785,USC00519281,2017-02-16,0.73,65.0
5268,USC00513117,2017-02-16,0.0,74.0
19374,USC00516128,2017-02-16,0.13,72.0
12018,USC00519523,2017-02-17,0.06,75.0
7482,USC00514830,2017-02-17,0.06,77.0
5269,USC00513117,2017-02-17,0.8,67.0
14786,USC00519281,2017-02-17,0.13,70.0
2542,USC00519397,2017-02-17,0.0,71.0
8929,USC00517948,2017-02-17,0.0,69.0
5270,USC00513117,2017-02-18,0.0,71.0
14787,USC00519281,2017-02-18,0.0,74.0
19375,USC00516128,2017-02-18,,72.0
2543,USC00519397,2017-02-18,0.0,68.0
12019,USC00519523,2017-02-18,0.01,67.0
5271,USC00513117,2017-02-19,0.0,70.0
19376,USC00516128,2017-02-19,0.1,68.0
14788,USC00519281,2017-02-19,0.09,70.0
2544,USC00519397,2017-02-19,0.0,69.0
5272,USC00513117,2017-02-20,0.0,71.0
12020,USC00519523,2017-02-20,,71.0
2545,USC00519397,2017-02-20,0.0,71.0
14789,USC00519281,2017-02-20,0.0,70.0
19377,USC00516128,2017-02-20,0.0,69.0
7483,USC00514830,2017-02-20,,72.0
19378,USC00516128,2017-02-21,0.07,65.0
14790,USC00519281,2017-02-21,0.0,71.0
8930,USC00517948,2017-02-21,,71.0
7484,USC00514830,2017-02-21,0.0,71.0
5273,USC00513117,2017-02-21,0.0,70.0
2546,USC00519397,2017-02-21,0.06,70.0
2547,USC00519397,2017-02-22,0.06,72.0
5274,USC00513117,2017-02-22,0.06,70.0
8931,USC00517948,2017-02-22,0.17,72.0
12021,USC00519523,2017-02-22,0.13,72.0
19379,USC00516128,2017-02-22,0.32,69.0
7485,USC00514830,2017-02-22,0.11,72.0
14791,USC00519281,2017-02-22,0.06,71.0
12022,USC00519523,2017-02-23,0.0,73.0
14792,USC00519281,2017-02-23,0.0,71.0
2548,USC00519397,2017-02-23,0.01,74.0
5275,USC00513117,2017-02-23,0.0,70.0
19380,USC00516128,2017-02-23,0.0,72.0
7486,USC00514830,2017-02-23,0.0,75.0
8932,USC00517948,2017-02-23,0.0,72.0
5276,USC00513117,2017-02-24,0.0,70.0
19381,USC00516128,2017-02-24,0.0,68.0
2549,USC00519397,2017-02-24,0.0,70.0
12023,USC00519523,2017-02-24,0.0,70.0
8933,USC00517948,2017-02-24,0.0,68.0
7487,USC00514830,2017-02-24,0.0,71.0
14793,USC00519281,2017-02-24,0.0,69.0
